county,A08,A18,Sex,Age,A20,B3A__1,B3A__2,B3A__3,B3A__4,B3A__5,B3A__6,B3A__7,B3A__8,B3A__9,B3A__10,B3A__11,B3A__98,B3A__99,S1,S2__1,S6,S7_5,indWeight,Education,mobile_money_access,formal_access_fnl,Access_fnl,Overall_Access_fnl,mobile_money_access_primary,financially_excluded,age_years,age_group_youth,employment_category,internet_access,owns_private_mobile,digital_access_score
Murang'a,Rural,31,Male,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,446.1228332519531,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,casual_work,yes,yes,3
Marsabit,Rural,20,Female,18-25,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,227.55435180664062,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,20,18-25,farming,no,yes,1
Migori,Rural,34,Female,26-35,"""Primary completed""",1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,422.5763854980469,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,casual_work,no,yes,2
Busia,Rural,22,Female,18-25,"""Some primary """,0,0,1,1,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Weak/poor,I have no idea/I dont know,1024.8060302734375,Primary,Yes,No,Informal,informal only,No,0,22,18-25,self_employment,yes,no,1
Embu,Rural,20,Male,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,787.0552978515625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,20,18-25,casual_work,yes,yes,3
Nyeri,Rural,32,Female,26-35,Completed technical training after secondary school,0,1,0,0,0,0,1,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,292.8521728515625,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,32,31-35,regular_employment,yes,yes,3
Nyamira,Rural,24,Female,18-25,Completed technical training after secondary school,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage with difficulties,949.5955810546875,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,24,18-25,family_remittance,no,yes,2
Nyamira,Rural,28,Male,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,416.176025390625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,casual_work,yes,yes,3
Tharaka-Nithi,Rural,19,Female,18-25,"""Some secondary""",1,0,0,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Weak/poor,I have no idea/I dont know,535.4209594726562,Secondary,No,No,Informal,informal only,No,0,19,18-25,farming,no,no,0
Bungoma,Rural,25,Male,18-25,"""University completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile phone that both me and others use/Nina simu ya mkononi ambayo mim,1.0,Okay/Fair/Average,I can manage with ease,1792.8504638671875,Tertiary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,family_remittance,yes,no,2
Bungoma,Rural,34,Female,26-35,"""Primary completed""",0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage,1509.6724853515625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,family_remittance,no,yes,2
Kitui,Rural,26,Male,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,3667.587158203125,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,26,26-30,casual_work,yes,yes,3
Nyeri,Rural,30,Male,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I can manage with ease,2182.06982421875,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,casual_work,no,yes,2
Baringo,Rural,26,Male,26-35,"""Secondary completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,536.4380493164062,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,26,26-30,farming,yes,yes,3
Kwale,Rural,27,Male,26-35,"""None """,0,1,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,774.4495849609375,,Yes,Yes,Formal Prudential,formal only,Yes,0,27,26-30,regular_employment,no,yes,1
Kilifi,Rural,28,Female,26-35,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with ease,725.994873046875,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,28,26-30,family_remittance,no,yes,2
Bungoma,Rural,24,Female,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,1533.929931640625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,24,18-25,casual_work,no,yes,2
Samburu,Rural,22,Female,18-25,"""None """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,174.9734649658203,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,22,18-25,casual_work,no,yes,1
Baringo,Rural,24,Female,18-25,"""Secondary completed """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I have no idea/I dont know,572.2172241210938,Secondary,No,Yes,Formal Prudential,formal only,Yes,0,24,18-25,farming,yes,yes,2
Kericho,Rural,31,Female,26-35,"""Some primary """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,577.5184326171875,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,31,31-35,farming,no,yes,1
Narok,Rural,24,Male,18-25,"""Secondary completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,1678.1702880859375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,24,18-25,regular_employment,yes,yes,3
Baringo,Rural,18,Male,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Weak/poor,I have no idea/I dont know,1318.1944580078125,Secondary,No,No,Excluded,excluded,No,1,18,18-25,family_remittance,no,no,0
Migori,Rural,32,Female,26-35,"""Some primary """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,684.8603515625,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,32,31-35,farming,yes,yes,3
Baringo,Rural,18,Female,18-25,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with ease,1940.14599609375,Secondary,Yes,No,Excluded,excluded,No,1,18,18-25,family_remittance,no,yes,2
Baringo,Rural,25,Male,18-25,"""Some secondary""",1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1113.3734130859375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,25,18-25,casual_work,no,no,0
Kirinyaga,Rural,19,Female,18-25,"""Secondary completed """,0,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I can manage with ease,689.76806640625,Secondary,Yes,No,Excluded,excluded,No,1,19,18-25,casual_work,no,no,1
Kwale,Rural,23,Female,18-25,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,847.5510864257812,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,23,18-25,casual_work,no,yes,1
Bungoma,Rural,25,Female,18-25,"""Primary completed""",0,0,1,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I can manage,1178.9281005859375,Primary,Yes,No,Excluded,excluded,No,1,25,18-25,self_employment,no,yes,2
Nyamira,Rural,20,Male,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I can manage with ease,953.1149291992188,Secondary,No,No,Excluded,excluded,No,1,20,18-25,casual_work,no,no,1
Uasin Gishu,Rural,25,Male,18-25,"""Secondary completed """,1,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,785.9031372070312,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,25,18-25,farming,yes,yes,3
Machakos,Rural,27,Male,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,2058.856689453125,Secondary,Yes,No,Excluded,excluded,No,1,27,26-30,casual_work,no,no,0
Vihiga,Rural,26,Male,26-35,"""Some primary """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage,1340.3997802734375,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,26,26-30,casual_work,yes,yes,3
Narok,Rural,20,Female,18-25,"""Primary completed""",0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Weak/poor,I have no idea/I dont know,1209.20068359375,Primary,No,No,Excluded,excluded,No,1,20,18-25,family_remittance,no,no,0
Elgeyo-Marakwet,Rural,30,Female,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I have no idea/I dont know,812.0437622070312,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,casual_work,no,yes,1
Bungoma,Rural,34,Male,26-35,"""Some secondary""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,1974.0216064453125,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,farming,no,yes,2
Tana River,Rural,27,Female,26-35,"""None """,0,0,0,1,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,644.4271850585938,,Yes,Yes,Formal Prudential,formal only,Yes,0,27,26-30,self_employment,no,yes,1
Isiolo,Rural,35,Male,26-35,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,396.8305969238281,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,farming,no,yes,1
Siaya,Rural,35,Female,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Okay/Fair/Average,I have no idea/I dont know,1408.6966552734375,Primary,Yes,No,Excluded,excluded,No,1,35,31-35,casual_work,no,no,0
Taita-Taveta,Rural,21,Male,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,717.816650390625,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,21,18-25,casual_work,no,yes,2
Bomet,Rural,24,Male,18-25,"""Some primary """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with ease,3616.644287109375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,24,18-25,regular_employment,no,yes,2
Nyamira,Rural,34,Male,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with ease,1542.0355224609375,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,34,31-35,casual_work,no,yes,2
Laikipia,Rural,30,Male,26-35,"""University completed """,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,694.2835693359375,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,regular_employment,yes,yes,3
Murang'a,Rural,27,Female,26-35,"""Secondary completed """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I can manage with ease,1543.952880859375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,27,26-30,family_remittance,no,yes,2
Nyandarua,Rural,30,Female,26-35,"""Secondary completed """,1,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,1191.6336669921875,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,casual_work,no,yes,1
Kilifi,Rural,18,Male,18-25,"""Some secondary""",0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Okay/Fair/Average,I have no idea/I dont know,3141.53515625,Secondary,Yes,Yes,Formal Prudential,formal only,No,0,18,18-25,casual_work,no,no,0
Narok,Rural,24,Male,18-25,"""Secondary completed """,0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,1719.7086181640625,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,24,18-25,casual_work,yes,yes,3
Elgeyo-Marakwet,Rural,29,Male,26-35,"""Primary completed""",1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,1226.5303955078125,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,farming,yes,yes,3
Nyamira,Rural,25,Female,18-25,"""Secondary completed """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,1046.1971435546875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,self_employment,yes,yes,3
Nyamira,Rural,18,Female,18-25,Some technical training after secondary school,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with ease,2209.458984375,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,18,18-25,family_remittance,yes,yes,3
Murang'a,Rural,35,Female,26-35,"""University completed """,1,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with ease,1315.47900390625,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,35,31-35,casual_work,yes,yes,3
Narok,Rural,19,Male,18-25,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I can manage with difficulties,7079.2265625,Primary,No,No,Excluded,excluded,No,1,19,18-25,casual_work,no,no,1
Elgeyo-Marakwet,Rural,30,Female,26-35,"""Secondary completed """,1,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage with difficulties,266.45050048828125,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,casual_work,no,yes,2
Kilifi,Rural,29,Female,26-35,"""Some primary """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,1942.4769287109375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,29,26-30,casual_work,no,yes,1
Tana River,Rural,26,Female,26-35,Completed technical training after secondary school,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,838.6835327148438,Tertiary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,26,26-30,self_employment,yes,yes,3
Nakuru,Rural,32,Female,26-35,"""Some primary """,1,0,0,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Don't Know,I can manage with difficulties,2284.488525390625,Primary,No,No,Informal,informal only,No,0,32,31-35,farming,no,no,1
Nandi,Rural,19,Female,18-25,"""Secondary completed """,0,0,1,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage with difficulties,3273.804931640625,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,19,18-25,casual_work,yes,yes,3
Mandera,Rural,31,Male,26-35,"""None """,0,0,0,0,0,0,0,0,0,0,0,1,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,910.1287231445312,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,31,31-35,other_or_no_income_source,no,yes,1
Migori,Rural,29,Female,26-35,"""Primary completed""",1,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,867.9470825195312,Primary,Yes,No,Informal,informal only,No,0,29,26-30,self_employment,yes,yes,3
Mandera,Rural,30,Female,26-35,"""None """,0,0,0,0,0,0,0,0,0,0,0,1,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,488.7461853027344,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,other_or_no_income_source,no,yes,1
Nyamira,Rural,30,Male,26-35,"""University completed """,0,1,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,636.5286254882812,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,regular_employment,yes,yes,3
Nandi,Rural,32,Female,26-35,"""Primary completed""",1,0,1,1,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Strong,I can manage,750.4215087890625,Primary,Yes,Yes,Formal Registered,formal only,No,0,32,31-35,self_employment,yes,no,2
Turkana,Rural,25,Female,18-25,"""None """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Weak/poor,I have no idea/I dont know,1113.1241455078125,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,casual_work,no,yes,1
Mandera,Rural,30,Female,26-35,"""None """,0,0,0,0,0,0,0,0,0,1,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,345.7774658203125,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,30,26-30,other_or_no_income_source,no,yes,1
Mandera,Rural,31,Female,26-35,"""None """,0,0,0,0,0,0,0,0,0,0,1,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,528.0964965820312,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,31,31-35,other_or_no_income_source,no,yes,1
Homabay,Rural,30,Male,26-35,"""Secondary completed """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,1324.502685546875,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,self_employment,yes,yes,3
Siaya,Rural,18,Female,18-25,"""Some secondary""",1,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Weak/poor,I have no idea/I dont know,1938.6710205078125,Secondary,Yes,No,Excluded,excluded,No,1,18,18-25,casual_work,no,no,0
Embu,Rural,21,Male,18-25,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Okay/Fair/Average,I can manage,1126.0115966796875,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,21,18-25,casual_work,yes,no,2
Homabay,Rural,23,Male,18-25,Some university,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,3866.959716796875,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,23,18-25,family_remittance,yes,yes,3
Elgeyo-Marakwet,Rural,24,Female,18-25,"""Secondary completed """,1,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,1.0,Weak/poor,I can manage with difficulties,681.184814453125,Secondary,Yes,No,Informal,informal only,No,0,24,18-25,casual_work,yes,no,2
Wajir,Rural,32,Female,26-35,"""None """,0,0,0,0,0,0,0,0,0,1,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,513.621337890625,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,32,31-35,other_or_no_income_source,no,yes,1
Migori,Rural,29,Female,26-35,"""University completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Strong,I have no idea/I dont know,558.9541625976562,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,29,26-30,casual_work,no,yes,1
Nyamira,Rural,30,Male,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,Don't Know,I have no idea/I dont know,595.7953491210938,Primary,No,No,Informal,informal only,No,0,30,26-30,casual_work,no,no,0
Narok,Rural,23,Female,18-25,"""None """,1,0,0,0,0,0,0,0,0,0,0,0,0,I donâ€™t own or use a mobile phone/Sina wala situmii simu ya mkononi,,,I have no idea/I dont know,273.75689697265625,,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,23,18-25,farming,no,no,0
Kisii,Rural,28,Male,26-35,"""Some secondary""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I can manage,2180.943603515625,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,28,26-30,casual_work,no,yes,2
Nandi,Rural,31,Male,26-35,"""Secondary completed """,0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage,1556.718505859375,Secondary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,casual_work,yes,yes,3
Turkana,Rural,21,Female,18-25,"""None """,0,0,1,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Weak/poor,I have no idea/I dont know,1183.7030029296875,,No,No,Excluded,excluded,No,1,21,18-25,casual_work,no,no,0
Tana River,Rural,25,Female,18-25,"""Some primary """,0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,156.27642822265625,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,25,18-25,family_remittance,no,yes,1
Bomet,Rural,22,Female,18-25,"""Some secondary""",0,0,0,0,0,0,0,0,1,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Weak/poor,I can manage with difficulties,759.9795532226562,Secondary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,22,18-25,family_remittance,yes,yes,3
Trans Nzoia,Rural,30,Male,26-35,Completed technical training after secondary school,0,1,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,4224.9716796875,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,30,26-30,regular_employment,yes,yes,3
Samburu,Rural,21,Female,18-25,"""None """,0,0,0,0,0,0,0,0,1,0,0,0,0,I donâ€™t own a mobile phone but am able to use someone elseâ€™s phone regularly,0.0,Okay/Fair/Average,I have no idea/I dont know,379.7041931152344,,No,No,Excluded,excluded,No,1,21,18-25,family_remittance,no,no,0
Bomet,Rural,35,Male,26-35,"""Primary completed""",0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,Okay/Fair/Average,I have no idea/I dont know,617.2731323242188,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,self_employment,no,yes,1
Busia,Rural,35,Male,26-35,"""Some primary """,0,0,0,1,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,0.0,,I have no idea/I dont know,1828.12646484375,Primary,Yes,Yes,Formal Non-Prudential,formal only,Yes,0,35,31-35,self_employment,no,yes,1
Kisii,Rural,31,Male,26-35,"""University completed """,1,0,0,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Strong,I can manage with ease,1693.9534912109375,Tertiary,Yes,Yes,Formal Prudential,formal only,Yes,0,31,31-35,farming,yes,yes,3
Kitui,Rural,33,Male,26-35,"""Primary completed""",0,0,1,0,0,0,0,0,0,0,0,0,0,I own a mobile that only I use/Nina simu ambayo ni mimi tu ninaitumia,1.0,Okay/Fair/Average,I can manage,1275.5208740234375,Primary,Yes,Yes,Formal Prudential,formal only,Yes,0,33,31-35,casual_work,yes,yes,3
